id,key,value,type 
3730460838,addr:housenumber,1009,node
3730460838,addr:street,Rua XV de Novembro,node
3730460853,addr:housenumber,1240,node
3730460853,addr:street,Rua XV de Novembro,node
3730460864,addr:housenumber,21,node
3730460864,addr:street,Praça Doutor Blumenau,node
3730460870,addr:street,Rua XV de Novembro,node
3730460870,name,Grazi Martins,node
3730460870,shop,clothes,node
3730460882,addr:housenumber,838,node
3730460882,addr:street,Rua XV de Novembro,node
3730460882,entrance,main,node
3730460889,addr:housenumber,962,node
3730460889,addr:street,Rua XV de Novembro,node
3730460889,name,Supermercado dos Cosméticos,node
3730460889,shop,cosmetics,node
3730460892,addr:housenumber,974,node
3730460892,addr:street,Rua XV de Novembro,node
3730460892,entrance,main,node
3730460894,addr:housenumber,982,node
3730460894,addr:street,Rua XV de Novembro,node
3730460894,contact:email,atendimento@cartoriobaier.com.br,node
3730460894,contact:phone,+55 47 3326-7979,node
3730460894,government,register_office,node
3730460894,loc_name,Cartório Baier,node
3730460894,name,1º Ofício de Registro de Imóveis,node
3730460894,office,government,node
3730460894,opening_hours,"Mo-Fr 08:00-12:00,14:00-18:00; Sa,Su,PH off",node
3730460894,operator,Otto Baier,node
3730460894,wheelchair,yes,node
3730460895,name,Casa Márcia,node
3730460895,shop,variety_store,node
3730460897,name,O Periquito,node
3730460897,shop,lottery,node
3730460898,addr:housenumber,434,node
3730460898,addr:street,Rua XV de Novembro,node
3730460898,amenity,fast_food,node
3730460898,contact:phone,+55 47 3288-4010,node
3730460898,contact:whatsapp,+55 47 99617-4167,node
3730460898,name,Café Berlim,node
3730460898,old_name,Pastelaria Chinesa,node
3730553694,indoor,yes,node
3730553694,level,0,node
3730553694,name,Vult,node
3730553694,shop,beauty,node
3730553697,indoor,yes,node
3730553697,level,0,node
3730553697,name,Samsung,node
3730553697,shop,mobile_phone,node
3731054825,crossing,uncontrolled,node
3731054825,crossing_ref,zebra,node
3731054825,highway,crossing,node
3731054825,supervised,no,node
3731054825,tactile_paving,no,node
3731054827,bench,no,node
3731054827,highway,bus_stop,node
3731054827,public_transport,platform,node
3731054827,shelter,yes,node
3731054828,bus,yes,node
3731054828,public_transport,stop_position,node
3731054829,crossing,uncontrolled,node
3731054829,crossing_ref,zebra,node
3731054829,highway,crossing,node
3731054834,crossing,uncontrolled,node
3731054834,crossing_ref,zebra,node
3731054834,highway,crossing,node
3731054834,traffic_calming,table,node
3731054837,bench,no,node
3731054837,highway,bus_stop,node
3731054837,public_transport,platform,node
3731054837,shelter,yes,node
3731054840,bus,yes,node
3731054840,public_transport,stop_position,node
3731054841,bus,yes,node
3731054841,public_transport,stop_position,node
3731054843,bench,yes,node
3731054843,bin,yes,node
3731054843,highway,bus_stop,node
3731054843,public_transport,platform,node
3731054843,shelter,yes,node
3731054845,bench,no,node
3731054845,highway,bus_stop,node
3731054845,public_transport,platform,node
3731054845,shelter,yes,node
3731054848,bus,yes,node
3731054848,public_transport,stop_position,node
3731054853,bench,yes,node
3731054853,bin,yes,node
3731054853,highway,bus_stop,node
3731054853,public_transport,platform,node
3731054853,shelter,yes,node
3731054854,amenity,telephone,node
3731078837,addr:housenumber,805,node
3731078837,addr:street,Rua Bruno Hering,node
3731078841,amenity,telephone,node
3731078850,bench,yes,node
3731078850,bin,yes,node
3731078850,highway,bus_stop,node
3731078850,public_transport,platform,node
3731078850,shelter,yes,node
3731078851,bus,yes,node
3731078851,public_transport,stop_position,node
3731714632,addr:street,Rua Alwin Schrader,node
3731714632,alt_name,Câmara de Comércio e Indústria Brasil-Alemanha de Santa Catarina,node
3731714632,amenity,embassy,node
3731714632,country,DE,node
3731714632,name,Câmara Brasil-Alemanha,node
3732238885,barrier,gate,node
3732238888,entrance,yes,node
3732238901,crossing,uncontrolled,node
3732238901,crossing_ref,zebra,node
3732238901,highway,crossing,node
3732238923,amenity,bench,node
3732241029,crossing,uncontrolled,node
3732241029,crossing_ref,zebra,node
3732241029,highway,crossing,node
3732241033,artwork_type,sculpture,node
3732241033,tourism,artwork,node
3732241044,amenity,bench,node
3732241075,amenity,bench,node
3732241076,barrier,gate,node
3732241939,entrance,yes,node
3732348069,maxspeed,40,node
3732348069,traffic_sign,maxspeed,node
3733443662,amenity,waste_disposal,node
3733443662,recycling:cans,yes,node
3733443662,recycling:glass,yes,node
3733443662,recycling:green_waste,yes,node
3733443662,recycling:paper,yes,node
3733443662,recycling:plastic,yes,node
3733443664,amenity,drinking_water,node
3733443665,amenity,waste_disposal,node
3733443665,recycling:cans,yes,node
3733443665,recycling:glass,yes,node
3733443665,recycling:green_waste,yes,node
3733443665,recycling:paper,yes,node
3733443665,recycling:plastic,yes,node
3733443666,amenity,waste_basket,node
3733443667,amenity,bench,node
3733443669,amenity,bench,node
3733443670,amenity,bench,node
3733443671,amenity,waste_basket,node
3733443672,amenity,bench,node
3733443675,amenity,bench,node
3733443676,amenity,waste_basket,node
3733443678,amenity,waste_basket,node
3733443679,amenity,bench,node
3733443680,amenity,bicycle_parking,node
3733443681,amenity,motorcycle_parking,node
3733443682,natural,tree,node
3733443683,amenity,waste_disposal,node
3733443683,recycling:glass,yes,node
3733443683,recycling:green_waste,yes,node
3733443683,recycling:paper,yes,node
3733443683,recycling:plastic,yes,node
3733456323,amenity,waste_basket,node
3733491134,entrance,main,node
3733491136,amenity,waste_basket,node
3733491137,amenity,waste_basket,node
3733491146,amenity,bench,node
3733491148,amenity,waste_basket,node
3733491150,crossing,uncontrolled,node
3733491150,crossing_ref,zebra,node
3733491150,highway,crossing,node
3733491157,amenity,waste_basket,node
3733491164,amenity,waste_basket,node
3733491165,leisure,picnic_table,node
3733498351,access,public,node
3733498351,amenity,toilets,node
3733498351,fee,no,node
3733498351,male,yes,node
3733498352,amenity,clinic,node
3733498353,access,public,node
3733498353,amenity,toilets,node
3733498353,fee,no,node
3733498353,female,yes,node
3733656804,amenity,bench,node
3733656806,amenity,bench,node
3733656809,amenity,drinking_water,node
3733708772,bus,yes,node
3733708772,public_transport,stop_position,node
3733708773,bench,yes,node
3733708773,highway,bus_stop,node
3733708773,public_transport,platform,node
3733708773,shelter,yes,node
3733708774,man_made,tower,node
3733708774,tower:type,communication,node
3733708775,bus,yes,node
3733708775,public_transport,stop_position,node
3733708776,bench,yes,node
3733708776,highway,bus_stop,node
3733708776,public_transport,platform,node
3733708776,shelter,yes,node
3733708778,crossing,uncontrolled,node
3733708778,crossing_ref,zebra,node
3733708778,highway,crossing,node
3733708779,bench,no,node
3733708779,highway,bus_stop,node
3733708779,public_transport,platform,node
3733708779,shelter,yes,node
3733708780,bus,yes,node
3733708780,public_transport,stop_position,node
3733708781,bench,yes,node
3733708781,highway,bus_stop,node
3733708781,public_transport,platform,node
3733708781,shelter,yes,node
3733708782,crossing,uncontrolled,node
3733708782,crossing_ref,zebra,node
3733708782,highway,crossing,node
3733708783,bench,yes,node
3733708783,highway,bus_stop,node
3733708783,public_transport,platform,node
3733708783,shelter,yes,node
3733708784,bus,yes,node
3733708784,public_transport,stop_position,node
3733708785,bench,yes,node
3733708785,highway,bus_stop,node
3733708785,public_transport,platform,node
3733708785,shelter,yes,node
3733713575,maxspeed,50,node
3733713575,traffic_sign,maxspeed,node
3733713576,maxspeed,50,node
3733713576,traffic_sign,maxspeed,node
3734476108,amenity,waste_disposal,node
3734476108,operator,Samae,node
3734476108,recycling_type,container,node
3734476108,waste,trash,node
3735079421,bench,yes,node
3735079421,highway,bus_stop,node
3735079421,public_transport,platform,node
3735079421,shelter,yes,node
3735079422,bus,yes,node
3735079422,public_transport,stop_position,node
3735079552,addr:housenumber,1148,node
3735079552,addr:street,Rua XV de Novembro,node
3735079552,shop,clothes,node
3735079553,contact:phone,+55 47 3340-8448,node
3735079553,name,Ótica Charme,node
3735079553,shop,optician,node
3735079556,shop,vacant,node
3735362964,amenity,fast_food,node
3735362964,contact:email,nanahamburgueria@gmail.com,node
3735362964,contact:facebook,https://www.facebook.com/nanahamburgueria/,node
3735362964,contact:phone,+55 47 3041-7070,node
3735362964,contact:website,http://www.nanaemcasa.com.vc/,node
3735362964,cuisine,burger,node
3735362964,delivery,yes,node
3735362964,name,Nana Hamburgueria Artesanal,node
3735362964,opening_hours,Tu-Su 18:00-23:00; Sa 12:00-23:00; Mo off,node
3735362964,outdoor_seating,yes,node
3735362965,amenity,pub,node
3735362965,name,Okto's Bar,node
3735362966,name,Hinode,node
3735362966,shop,perfumery,node
3735362996,bench,yes,node
3735362996,highway,bus_stop,node
3735362996,public_transport,platform,node
3735362996,shelter,yes,node
3735363000,bus,yes,node
3735363000,public_transport,stop_position,node
3735374345,amenity,taxi,node
3735374345,contact:phone,+55 47 3322-6639,node
3735387007,highway,crossing,node
3736056270,amenity,taxi,node
3738512318,barrier,entrance,node
3738512318,bicycle,no,node
3738512318,foot,no,node
3738512318,maxwidth,3,node
3738512318,motorcar,yes,node
3738512318,motorcycle,yes,node
3738512738,barrier,entrance,node
3738512738,bicycle,no,node
3738512738,foot,no,node
3738512738,maxwidth,3,node
3738512738,motorcar,yes,node
3738512738,motorcycle,yes,node
3738512746,barrier,entrance,node
3738512746,bicycle,no,node
3738512746,foot,no,node
3738512746,horse,no,node
3738512746,maxwidth,4,node
3738512746,motorcar,yes,node
3738512746,motorcycle,yes,node
3739773443,addr:housenumber,261,node
3739773443,addr:street,Avenida Brasil,node
3739773443,amenity,restaurant,node
3739773443,contact:email,pedeverde@pedeverde.com,node
3739773443,contact:facebook,https://www.facebook.com/pedeverdehealthyfood,node
3739773443,contact:phone,+55 47 3232-8080,node
3739773443,contact:website,http://pedeverde.com/,node
3739773443,delivery,yes,node
3739773443,description,Restaurante de segunda à sexta das 11:30 às 13:30. Entrega de segunda à sexta das 10:00 às 14:00 e das 18:00 às 22:00,node
3739773443,name,Pedeverde,node
3739773443,opening_hours,"Mo-Sa 11:00-14:30 open ""Restaurante"" || Mo-Fr 10:00-14:00,18:00-22:00 open ""Delivery""",node
3739773443,opening_hours:delivery,"Mo-Fr 10:00-14:00, 18:00-22:00",node
3739773443,opening_hours:kitchen,Mo-Fr 11:00-14:30,node
3745988486,noexit,yes,node
3745988549,noexit,yes,node
3745988572,noexit,yes,node
3745988594,noexit,yes,node
3756206181,noexit,yes,node
3800021305,name,Loja Koerich,node
3800021305,shop,furniture,node
3800040029,highway,turning_circle,node
3808989202,amenity,dentist,node
3808989202,contact:phone,+55 47 3041-1003,node
3808989202,contact:website,http://www.sorrimix.com.br/,node
3808989202,level,1,node
3808989202,name,Sorrimix,node
3822047157,name,Naturali Cabelos,node
3822047157,shop,hairdresser,node
3836347649,noexit,yes,node
3836412176,name,Advogados KRMRK,node
3836412176,office,lawyer,node
3836412177,addr:door,Salas 6 e 7,node
3836412177,name,Advocacia Cível e Trabalhista,node
3836412177,office,lawyer,node
3836412177,operator,José Bento de Oliveira,node
3836412181,contact:email,celulartec.sc@gmail.com,node
3836412181,contact:phone,+55 47 3288-4988,node
3836412181,name,Celular Tec,node
3836412181,shop,mobile_phone,node
3836412182,shop,vacant,node
3836412183,contact:phone,+55 47 3322-3269,node
3836412183,name,Despachante Sestrem,node
3836412183,office,accountant,node
3836412184,shop,vacant,node
3836412185,shop,vacant,node
3836412186,name,Mulheres.com,node
3836412186,shop,beauty,node
3836412187,name,Garota Flor,node
3836412187,shop,clothes,node
3836412188,amenity,language_school,node
3836412188,contact:email,blumenau@topwaynet.com.br,node
3836412188,contact:phone,+55 47 3237-0061;+55 47 99784-0028,node
3836412188,contact:website,https://www.topwayschool.com/,node
3836412188,name,TopWay English School,node
3836412190,name,help,node
3836412190,shop,money_lender,node
3839068404,amenity,restaurant,node
3839068404,contact:email,restauranteceleiro@terra.com.br,node
3839068404,contact:phone,+55 47 3037-1004,node
3839068404,internet_access,wlan,node
3839068404,name,Celeiro Restaurante,node
3839152001,addr:housenumber,33,node
3839152001,addr:street,Rua Curt Hering,node
3839152001,amenity,cafe,node
3839152001,name,Mix Cafeteria,node
3839152004,amenity,cafe,node
3839152004,name,Daily Coffee,node
3859854524,man_made,tower,node
3859854524,tower:type,communication,node
3860879191,addr:housenumber,1422,node
3860879191,addr:street,Rua XV de Novembro,node
3860879191,amenity,fast_food,node
3860879191,contact:phone,+55 47 3336-0975,node
3860879191,cuisine,empanada,node
3860879191,level,0,node
3860879191,name,Suqtel Pastelaria,node
3860879313,amenity,cafe,node
3860879313,name,Crush Café,node
3860892571,contact:phone,+55 47 3222-0001,node
3860892571,office,lawyer,node
3860894061,alt_name,Barbearia da 15,node
3860894061,name,Barbearia da XV,node
3860894061,shop,hairdresser,node
3860923690,amenity,dojo,node
3860923690,name,Long Hok Hu Artes Marciais,node
3860933985,amenity,fast_food,node
3860933985,name,Delícia Pura,node
3861108021,noexit,yes,node
3861161644,addr:housenumber,1424,node
3861161644,addr:street,Rua XV de Novembro,node
3861161644,contact:phone,+55 47 3222-2276;+55 47 3209-8375,node
3861161644,contact:whatsapp,+55 47 99147-7774,node
3861161644,name,Pura Magia,node
3861161644,shop,variety_store,node
3861161645,addr:housenumber,1414,node
3861161645,addr:street,Rua XV de Novembro,node
3861161650,crossing,traffic_signals,node
3861161650,highway,crossing,node
3861161654,alt_name,Zurich Seguros,node
3861161654,name,Tokyo Marine Seguradora,node
3861161654,office,insurance,node
3861163249,addr:street,Rua Floriano Peixoto,node
3861163249,name,Lotérica Blumenauense,node
3861163249,shop,lottery,node
3862663266,addr:housenumber,486,node
3862663266,addr:street,Rua XV de Novembro,node
3862663266,level,0,node
3862663266,name,Lojas Bernoit,node
3862663266,shop,furniture,node
3862663269,addr:housenumber,225,node
3862663269,addr:street,Avenida Presidente Castelo Branco,node
3862663269,amenity,language_school,node
3862663269,contact:email,blumenau@ccaa.com.br,node
3862663269,contact:fax,+55 47 3322-1637,node
3862663269,contact:phone,+55 47 3322-4141;+55 47 3322-7697,node
3862663269,contact:website,http://www.ccaa.com.br/,node
3862663269,level,1,node
3862663269,name,CCAA,node
3862663271,addr:housenumber,506,node
3862663271,addr:street,Rua XV de Novembro,node
3862663271,clothes,men,node
3862663271,contact:email,contato@ciadohomem.com.br,node
3862663271,contact:phone,+55 47 3222-0544,node
3862663271,contact:website,http://www.ciadohomem.com.br,node
3862663271,name,Cia. do Homem,node
3862663271,shop,clothes,node
3862663272,addr:door,1406,node
3862663272,contact:email,segundooficioblu@terra.com.br,node
3862663272,contact:phone,+55 47 3326-6175;+55 47 3037-6175,node
3862663272,government,register_office,node
3862663272,level,14,node
3862663272,loc_name,Cartório,node
3862663272,name,2º Ofício de Registro de Imóveis,node
3862663272,office,government,node
3862663272,opening_hours,"Mo-Fr 08:00-12:00,14:00-18:00; Sa,Su,PH off",node
3862663272,operator,Maria Aparecida Arruda Schroeder,node
3862663272,smoking,no,node
3862663272,wheelchair,yes,node
3862663273,addr:housenumber,520,node
3862663273,addr:street,Rua XV de Novembro,node
3862663273,description,Capas e películas para celulares e tablets,node
3862663273,name,Pura Magia,node
3862663273,shop,variety_store,node
3862663278,addr:housenumber,500,node
3862663278,addr:street,Rua XV de Novembro,node
3862663278,level,0,node
3862663278,name,Top Cell,node
3862663278,shop,mobile_phone,node
3862663281,addr:housenumber,472,node
3862663281,addr:street,Rua XV de Novembro,node
3862663281,name,crefisa,node
3862663281,shop,money_lender,node
3862663282,addr:housenumber,211,node
3862663282,addr:street,Avenida Presidente Castelo Branco,node
3862663282,clothes,yes,node
3862663282,contact:phone,+55 47 3322-3835,node
3862663282,contact:website,http://www.ccpwm.com.br/,node
3862663282,name,Casa Caça e Pesca,node
3862663282,shop,hunting,node
3862663284,craft,key_cutter,node
3862663284,name,Faça aqui sua chave,node
3862663285,amenity,parking,node
3862663285,fee,yes,node
3862663285,name,Auto Car,node
3862663285,parking,underground,node
3862681158,addr:housenumber,1237,node
3862681158,addr:street,Rua XV de Novembro,node
3862681158,contact:email,nossaformaxv@hotmail.com,node
3862681158,contact:phone,+55 47 3322-8940,node
3862681158,contact:website,http://www.nossaforma.com.br,node
3862681158,contact:whatsapp,+55 47 98802-7403,node
3862681158,internet_access,wlan,node
3862681158,name,Nossa Forma,node
3862681158,old_name,Boa Forma,node
3862681158,opening_hours,Mo-Fr 08:30-19:30; Sa 08:30-17:00,node
3862681158,shop,nutrition_supplements,node
3862681159,addr:housenumber,1241,node
3862681159,addr:street,Rua XV de Novembro,node
3862681159,name,Cajusul,node
3862681159,shop,convenience,node
3862922230,shop,vacant,node
3862944261,amenity,cafe,node
3862944261,name,Super Brot Café,node
3863829425,bus,yes,node
3863829425,public_transport,stop_position,node
3863829426,bench,yes,node
3863829426,highway,bus_stop,node
3863829426,public_transport,platform,node
3863829426,shelter,yes,node
3863848141,crossing,uncontrolled,node
3863848141,crossing_ref,zebra,node
3863848141,highway,crossing,node
3864131157,amenity,atm,node
3864131157,name,Banco24Horas,node
3864245331,amenity,fast_food,node
3864245331,contact:phone,+55 47 3037-5757,node
3864245331,contact:website,http://www.polpetta.com.br/,node
3864245331,cuisine,sandwich,node
3864245331,description,Pão com Bolinho,node
3864245331,name,Polpetta,node
3864245331,opening_hours,Mo 07:00-18:30; Tu-Fr 07:00-22:00; Sa 07:00-15:00,node
3864245331,outdoor_seating,yes,node
3864245333,addr:housenumber,74,node
3864245333,addr:street,Rua Capitão Euclides de Castro,node
3864245333,contact:phone,+55 47 3340-0004,node
3864245333,name,Cajusul Emporium,node
3864245333,shop,convenience,node
3864245334,addr:housenumber,40,node
3864245334,addr:street,Rua Capitão Euclides de Castro,node
3864245334,name,Cacau Show,node
3864245334,shop,chocolate,node
3864245335,addr:housenumber,10,node
3864245335,addr:street,Rua Capitão Euclides de Castro,node
3864245335,level,-1,node
3864245335,name,Tattoo,node
3864245335,shop,tattoo,node
3864245338,addr:housenumber,116,node
3864245338,addr:street,Rua Capitão Euclides de Castro,node
3864245338,name,ACRC Imóveis,node
3864245338,office,estate_agent,node
3865218425,highway,stop,node
3869920701,contact:phone,+55 47 3326-2420,node
3869920701,craft,key_cutter,node
3869920701,name,Chavel Chaves e Fechaduras,node
3871685057,contact:phone,+55 47 3322-6329,node
3871685057,name,Correa Couros,node
3871685057,shop,leather,node
3873926321,noexit,yes,node
3881847493,contact:phone,+55 47 3035-1339,node
3881847493,description,No 2° andar do Shopping H,node
3881847493,indoor,room,node
3881847493,level,2,node
3881847493,name,Lombardi's Barbearia,node
3881847493,opening_hours,Tu-Fr 09:00-19:00; Sa 09:00-14:00,node
3881847493,shop,hairdresser,node
3881856018,contact:phone,+55 47 3241-2122,node
3881856018,contact:website,http://www.liderstudio.com.br/,node
3881856018,description,No 2° andar do Shopping H - Fotos e vídeos para casamentos e aniversários - Foto para documento,node
3881856018,indoor,room,node
3881856018,level,2,node
3881856018,name,Líder Studio Fotográfico,node
3881856018,shop,photo,node
3881866267,addr:door,40,node
3881866267,alt_name,"Ofício do Registro Civil, Títulos e Documentos e Pessoas Jurídicas de Blumenau/SC",node
3881866267,contact:fax,+55 47 3329-6002,node
3881866267,contact:phone,+55 47 3326-2581,node
3881866267,description,Registro Civil das Pessoas Naturais e de Interdições e Tutelas - Registro Civil das Pessoas Jurídicas e de Títulos e documentos - Comarca de Blumenau/SC,node
3881866267,government,register_office,node
3881866267,indoor,room,node
3881866267,level,2,node
3881866267,loc_name,Cartório,node
3881866267,name,Registro Civil Blumenau,node
3881866267,office,government,node
3881866267,opening_hours,"Mo-Fr 09:00-12:00,13:00-18:00; Sa,Su,PH off",node
3881866267,operator,Sônia Mary Braga Varela,node
3881866267,smoking,no,node
3881866267,wheelchair,yes,node
3881880401,clothes,workwear,node
3881880401,contact:phone,+55 47 3322-5919,node
3881880401,contact:website,http://www.coisasbrancas.com.br/,node
3881880401,description,No 2° andar do Shopping H,node
3881880401,indoor,room,node
3881880401,level,2,node
3881880401,name,Coisas Brancas,node
3881880401,shop,clothes,node
3881950758,access,public,node
3881950758,addr:housenumber,2077,node
3881950758,addr:street,Rua República Argentina,node
3881950758,alt_name,Posto de Saúde,node
3881950758,amenity,clinic,node
3881950758,contact:phone,+55 47 3381-6257,node
3881950758,emergency,no,node
3881950758,loc_name,Ambulatório Geral do Centro,node
3881950758,name,Ambulatório Geral Heinz Schraeder,node
3881950758,opening_hours,Mo-Fr 07:00-21:00,node
3881950758,operator,Prefeitura Municipal,node
3881950758,short_name,AG Heinz Schrader,node
3881950758,start_date,15-12-2015,node
3882158884,alt_name,Consulado Tcheco,node
3882158884,amenity,embassy,node
3882158884,contact:email,blumenau@honorary.mzv.cz,node
3882158884,contact:phone,+55 47 3231-0050,node
3882158884,country,CZ,node
3882158884,description,Edificio Cald Tower,node
3882158884,diplomatic,honorary_consulate,node
3882158884,name,Consulado Honorário da República Tcheca,node
3882158884,name:cs,Honorární konzulát České republiky,node
3882158884,name:en,Honorary Consulate of the Czech Republic,node
3882158884,opening_hours,"Mo-Fr 08:00-12:00, 14:00-16:00",node
3882158884,target,BR,node
3882158884,website,https://www.mzv.cz/jnp/cz/o_ministerstvu/adresar_diplomatickych_misi/ceske_urady_v_zahranici/brazilie_honorarni_konzulat_blumenau.html,node
3883302605,amenity,car_rental,node
3883302605,contact:website,http://www.unidas.com.br/,node
3883302605,name,Unidas,node
3884147390,bus,yes,node
3884147390,public_transport,stop_position,node
3884147391,bus,yes,node
3884147391,public_transport,stop_position,node
3884147392,bus,yes,node
3884147392,public_transport,stop_position,node
3884147393,bus,yes,node
3884147393,public_transport,stop_position,node
3884147394,bus,yes,node
3884147394,public_transport,stop_position,node
3884152697,addr:housenumber,26,node
3884152697,addr:street,Rua Divinópolis,node
3884152697,contact:email,physicusacademialtda@gmail.com,node
3884152697,contact:phone,+55 47 3328-4787,node
3884152697,contact:website,http://www.physicusacademia.com.br/,node
3884152697,leisure,sports_centre,node
3884152697,level,1,node
3884152697,name,Academia Physicus,node
3884152697,opening_hours,"Mo-Fr 06:00-11:00,12:00-00:00; Sa 09:00-12:00,14:00-17:00",node
3884152697,sport,fitness,node
3884152698,name,Auto Mecânica Renato Gueths,node
3884152698,shop,car_repair,node
3884152703,addr:housenumber,44,node
3884152703,addr:street,Rua Divinópolis,node
3884152703,contact:phone,+55 47 3325-2715,node
3884152703,contact:website,http://www.pvr.com.br/,node
3884152703,name,PVR Multiprints,node
3884152703,service:press,yes,node
3884152703,shop,copyshop,node
3884152704,level,0,node
3884152704,name,Casa das Torneiras,node
3884152704,shop,hardware,node
3884152705,addr:housenumber,1288,node
3884152705,addr:street,Rua dos Caçadores,node
3884152705,clothes,women,node
3884152705,name,Mayara Encantos de Vestir,node
3884152705,opening_hours,Mo-Fr 09:00-20:00; Sa 09:00-18:00,node
3884152705,shop,clothes,node
3884152707,addr:housenumber,1274,node
3884152707,addr:street,Rua dos Caçadores,node
3884152707,name,Stylo Móveis,node
3884152707,shop,furniture,node
3884876490,noexit,yes,node
3885025376,crossing,island,node
3885025376,crossing_ref,zebra,node
3885025376,highway,crossing,node
3885422838,name,Body House,node
3885422838,shop,nutrition_supplements,node
3885422840,shop,vacant,node
3885422841,clothes,women,node
3885422841,name,Nana Marie,node
3885422841,shop,clothes,node
3885422842,beauty,hair_removal,node
3885422842,name,Pele Nua Depilação,node
3885422842,opening_hours,Mo-Fr 09:00-19:00; Sa 09:00-12:00,node
3885422842,shop,beauty,node
3885422843,amenity,language_school,node
3885422843,name,Wizard,node
3885439607,addr:door,3,node
3885439607,name,Lado Clássico Tatoo,node
3885439607,shop,tattoo,node
3885439608,amenity,dentist,node
3885439608,contact:phone,+55 47 3340-1111,node
3885439608,contact:website,http://www.odontoclinbnu.com.br,node
3885439608,healthcare,dentist,node
3885439608,name,OdontoClin Clínica Odontológica,node
3885460667,crossing,uncontrolled,node
3885460667,crossing_ref,zebra,node
3885460667,highway,crossing,node
3885460668,bus,yes,node
3885460668,public_transport,stop_position,node
3885460670,bus,yes,node
3885460670,public_transport,stop_position,node
3885460671,highway,bus_stop,node
3885460671,public_transport,platform,node
3886259376,alt_name,Long Life Centro de Fisioterapia e Reabilitação Aquática,node
3886259376,contact:phone,+55 47 3323-8145,node
3886259376,contact:website,http://www.fisioterapialonglife.com.br/,node
3886259376,healthcare,physiotherapist,node
3886259376,leisure,sports_centre,node
3886259376,name,Long Life Fisioterapia,node
3886259376,operator,Long Life Academia,node
3886273545,highway,stop,node
3886337952,addr:postcode,89010-973,node
3886337952,addr:street,Rua 7 de Setembro,node
3886337952,amenity,pharmacy,node
3886337952,contact:phone,+55 47 3336-1545,node
3886337952,contact:website,http://www.panvel.com,node
3886337952,description,No Shopping Neumarkt,node
3886337952,indoor,room,node
3886337952,level,0,node
3886337952,name,Panvel,node
3886337952,room,shop,node
3886337953,beauty,laser_hair_removal,node
3886337953,contact:phone,+55 47 3340-0701,node
3886337953,description,Depilação a laser,node
3886337953,indoor,room,node
3886337953,level,0,node
3886337953,name,Via Laser,node
3886337953,room,shop,node
3886337953,shop,beauty,node
3886922771,addr:door,4,node
3886922771,name,Studio Lucy Carvalho,node
3886922771,shop,beauty,node
3886923041,alt_name,Innova Autoescola,node
3886923041,amenity,driving_school,node
3886923041,contact:email,atendimento@cfcinnova.com.br,node
3886923041,contact:facebook,https://www.facebook.com/cfcinnova/,node
3886923041,contact:phone,+55 47 3222-2138,node
3886923041,contact:whatsapp,+55 47 99197-6741,node
3886923041,name,Innova Centro de Formação de Condutores,node
3886923041,opening_hours,"Mo-Fr 07:30-19:00; Sa 08:00-12:00; Su,PH off",node
3886923461,contact:phone,+55 47 3322-6320,node
3886923461,name,Infohard Computadores,node
3886923461,opening_hours,"Mo-Fr 08:00-12:00,13:00-18:00; Sa,Su,PH off",node
3886923461,shop,computer,node
3886951397,description,Centro de embelezamento do olhar,node
3886951397,name,Linear,node
3886951397,shop,beauty,node
3886951709,name,Gráfica Digital Work,node
3886951709,service:press,yes,node
3886951709,shop,copyshop,node
3886956625,name,JM Accessories,node
3886956625,shop,boutique,node
3887042621,addr:door,1,node
3887042621,alcohol,beer,node
3887042621,contact:facebook,https://www.facebook.com/lagerhausbier/,node
3887042621,contact:phone,+55 47 3285-5652;+55 47 99639-4421,node
3887042621,drink:beer,yes,node
3887042621,name,Mad Dwarf,node
3887042621,old_name,Bier Lagerhaus,node
3887042621,shop,alcohol,node
3887043082,addr:housenumber,400,node
3887043082,addr:street,Rua Theodoro Holtrup,node
3887043082,name,JHC Som Automotivo,node
3887043082,shop,car_parts,node
3887043096,addr:street,Rua Theodoro Holtrup,node
3887043096,contact:phone,+55 47 3340-1808,node
3887043096,level,1,node
3887043096,name,Fátima Cabeleireiros,node
3887043096,shop,hairdresser,node
3887043112,addr:street,Rua Theodoro Holtrup,node
3887043112,name,Teleativa,node
3887043112,shop,radiotechnics,node
3887075286,crossing,no,node
3887075286,highway,traffic_signals,node
3887887057,alt_name,Ginecologista Obstetra,node
3887887057,amenity,doctors,node
3887887057,description,Consultório de Ginecologia e Obstetrícia,node
3887887057,healthcare:speciality,gynaecology,node
3887887057,name,ella,node
3888092328,man_made,works,node
3888092328,name,Jensen Tornearia,node
3888347873,amenity,doctors,node
3888347873,contact:phone,+55 47 9241-5002,node
3888347873,healthcare,psychotherapist,node
3888347873,healthcare:speciality,humanistic,node
3888347873,name,Hypnos Clínica Integrada,node
3888347874,bench,yes,node
3888347874,highway,bus_stop,node
3888347874,public_transport,platform,node
3888347874,shelter,yes,node
3888347875,bus,yes,node
3888347875,public_transport,stop_position,node
3888372445,addr:housenumber,1967,node
3888372445,addr:street,Rua dos Caçadores,node
3888510057,addr:housenumber,1943,node
3888510057,addr:street,Rua 25 de Agosto,node
3888510058,crossing,island,node
3888510058,highway,crossing,node
3888510059,crossing,island,node
3888510059,highway,crossing,node
3888510060,crossing,island,node
3888510060,crossing_ref,zebra,node
3888510060,highway,crossing,node
3888510063,bench,yes,node
